Language,Image,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4
Lua,,0.000766394156626791,0.001047645696866138,0.0017913740683091685,0.001854401439327998,0.0023401100636256107,0.002911643284001386,0.0031893147709776107,0.004617058905193017,0.005196297865557293,0.006211190625030247,0.007915606829340158,0.010172007444337161,0.011980842042199092,0.012451027105676492,0.013673670511918933,0.018041181665879442,0.01659528302319393,0.016668113206650514,0.016181244714190048,0.016960614298749076,0.017586343308194783,0.013521368834955477,0.010667500090401615,0.01106890815687549,0.008604240386817865,0.008592918620195063,0.007350445747569462,0.00899015984556792,0.005634950376281982,0.007321114199352264,0.005975102623884874,0.006437402414967483,0.007122891304782065,0.006030998211428218,0.006455227079796816,0.0055548573956186315,0.004929947009094229,0.004009126884677193,0.0034077187695464133
SuperCollider,,0,1.0365553888162817e-05,0,0,0,0,1.0017131908728771e-05,1.4546617641371347e-05,4.346564193439702e-05,2.7612441870148008e-05,2.473796053981714e-05,2.8047969344440563e-05,3.658430784057465e-05,0.00018479827785453022,3.0138501221044827e-05,3.179350562335654e-05,4.9911448553926834e-05,1.5853200064249014e-05,3.693272982000869e-05,2.308295613750543e-05,7.412677612459291e-05,3.057402869533738e-05,1.7421098971702214e-05,2.221190118892032e-05,1.646293852825859e-05,1.1933452795616015e-05,0,1.567898907453199e-05,0,1.2891613239059638e-05,0,0,0,0,1.3065824228776659e-05,0,0,0,0
Vue,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071397586759686e-05,0.00016292323957403567,0.0004180314701674807,0.0013759478599740097,0.002969961056310657,0.008430996098316124,0.010139002182878148,0.01444838093789266,0.01150272021007022,0.011212159172813162,0.01592073165324182,0.012704867547786797,0.01288833669544712,0.009968407532498544,0.01089183792326303,0.008355925863921684,0.0109703052349397,0.00925337921552577,0.007516688013263069,0.008704008592536486,0.007774575567564817,0.0061106209045448025,0.005341016123724869,0.0048959093550722576,0.004427060480599868,0.002884596863376456
ActionScript,,0.0005322089967044299,0.0003873404458098474,0.00032449487227869593,0.0006983816043488243,0.0005184590531233009,0.0006695434242489623,0.0008977912285378253,0.0008694667046311677,0.001159707367648094,0.0013073593567399827,0.0009026370993345227,0.0009046566872466847,0.001069221728038361,0.0011099963724082117,0.0010210782408860432,0.0009559993731259146,0.001046127994921495,0.0006815908778830276,0.0006371034671338483,0.0004637656010814614,0.0005307952306955542,0.0003074636345219105,0.0002591705321864545,0.00037740666758707194,0.0001464623166618985,0.00015262735556681605,0.00010766146898978756,9.951398478893168e-05,8.831261150027756e-05,0.0003015076015193896,4.0136667660087634e-05,4.105934967526207e-05,4.821013529286389e-05,3.4600575569041064e-05,5.080384890858245e-05,4.797946478907028e-05,5.0286169827006346e-05,4.059800866767485e-05,2.560442592109039e-05
Handlebars,,0,0,0,0,0,0,0,0,1.4459512146512836e-05,2.142795173519372e-05,1.951163084830648e-05,0.00016307139415028265,7.611759933991059e-05,8.007117374095446e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenEdge ABL,,1.8553470404862856e-05,0,9.668709929294728e-06,0,1.73339934768437e-05,9.233182455002173e-06,1.8379259415145833e-05,1.2194769280191549e-05,2.5783226478119275e-05,2.5783226478119275e-05,0.00016583964523471528,5.98414749677971e-05,6.881334093822373e-05,7.994858981782676e-05,0.00023869310605602009,0.00027059396632446366,0.0002805954886489254,0.0004408735642835101,0.00040779905290295635,0.000202439386660529,0.00010058800253198201,5.0747510834593566e-05,5.532048859462154e-05,8.601239020568707e-05,5.865784078831025e-05,6.767332022620998e-05,5.004406169229218e-05,5.575118362142683e-05,4.4416031658899836e-05,2.9987165493168925e-05,3.512473839396275e-05,2.7449789951439244e-05,0,0,0,0,0,0,0
Slash,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.922283966426345e-05,0,9.75581542415324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQLPL,,0,0,0,0,0,0,0,0.00012393366678633996,0.00023854705680080124,0.00015198163613078055,0.00018394301149845637,0.0001317446648422531,5.8621998039777945e-05,5.67056771528907e-05,9.72423938590017e-05,4.773381118246406e-05,4.4075380398406595e-05,5.2089085925389615e-05,0.00021381045372731482,6.907465742279927e-05,0.00012974913495972186,0.00012949092524234694,0.0002119417826990743,0.00012670350235121521,0.0002214852461824243,0.00020919113382644722,7.016390114883761e-05,2.5783226478119275e-05,5.9436836354461874e-05,1.1149503341889415e-05,1.0888186857313883e-05,0,0,0,0,0,1.1585030816181971e-05,0,0
GAP,,0,0,0,0,0,3.1532189138781e-05,1.4285301156795814e-05,0,0,0,0,0.00021081454657090033,3.127087265420547e-05,0.00010955786651009428,0.0003097083318764195,0.0005828351517715786,0.0005752798357430682,0.00011602598776469307,0.000257643861852648,0.0004229015235004735,0.0004039432318214865,0.0004899434405719199,0.0004927135497523056,0.0004174453102485646,0.0004028732660714543,0.0004208162373075564,5.35698793379843e-05,1.7421098971702214e-05,1.3501351703069215e-05,1.3327140713352193e-05,0,0,9.494498939577705e-06,0,0,0,0,0,0
AutoHotkey,,1.820504842542881e-05,0.0010453305643995585,9.494498939577705e-06,1.1149503341889415e-05,1.986005282774052e-05,5.008565954364386e-05,6.175779585468434e-05,7.038123984567693e-05,6.852645380052895e-05,8.05406497877456e-05,8.694614553151896e-05,0.000256607486874616,0.0002214638307321115,0.0002682688095057144,0.0003552793327081377,0.0003323913889724276,0.0004330867729118727,0.0004238277453203527,0.000679794680874106,0.0007164621333316559,0.0004972308886363674,0.0005100174560400728,0.0004233762837566665,0.0004214748850995952,0.00035925049880848993,0.0002759239764106244,0.0002960069135379157,0.00040040462305008585,0.00014934364605583808,0.0002596605332640685,0.00029998712184750185,0.0002946700662050592,0.0002778351631035887,0.00027372577619993863,0.0002856897529036299,0.0002656248220475303,0.000140600677853259,0.00011754659496058949,0.00010755197399343875
Uno,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033745411416787014,0,1.2717402249342615e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquid,,0,0,0,0,0,0,0,3.2293870531104997e-05,0.00014507426991249792,0.00010890134573052939,1.820504842542881e-05,9.088682008180849e-05,1.977294733288201e-05,3.249034958222463e-05,1.89018923842969e-05,2.4999277024392675e-05,2.7612441870148008e-05,2.7699547365006517e-05,3.118376715934696e-05,4.162217208008189e-05,3.07482396850544e-05,2.1776373714627765e-05,1.2717402249342615e-05,1.707267699226817e-05,0,4.1751361186642885e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
KiCad,,1.6898466002551146e-05,1.977294733288201e-05,2.791113095902646e-05,1.228187477505006e-05,0,4.5909792558185703e-05,3.23161385925076e-05,9.411638237915754e-05,7.516604407990026e-05,0.0002652016820080125,0.0001686445338685509,0.0002822717374708642,0.0003916846945187939,0.0005419660594177023,0.0005283994764337073,0.0007162510940275029,0.0008257506847438724,0.000787669432259177,0.0007406839683493807,0.0013001707141570029,0.0011891629569324418,0.00010423701130124035,9.423920918246064e-05,2.9064483477994495e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL,,0,0,0,0,0,0,1.480793412594688e-05,2.0034263817457543e-05,0.00018149884936972894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia,,0,0,3.7542468284018266e-05,0.00039608916968745774,0.00047568415971570006,0.0007148982380977397,0.0012647400201816943,0.0019036164733786003,0.00195960819308748,0.0027935247903128247,0.0026616670851825775,0.0034660447744823113,0.0038729189179177877,0.00635583892549683,0.0060696308316653775,0.005579769227031325,0.006297899977537063,0.007432867149404314,0.0053357201042611505,0.005780957293396954,0.005775730197062684,0.004573731277448027,0.003787660789154596,0.0022064993043606706,0.0014121349001321596,0.0018891142165163926,0.001470832815699982,0.0017290314293668518,0.0008301976713018314,0.001616879509360715,0.0015713373291852746,0.0016837404061529984,0.001465518403033042,0.00099882625125317,0.0012069116056913271,0.0012007555014850774,0.0012934248981369939,0.001023774195834646,0.0006934809707313382
PostScript,,0,0,0,9.93002641387026e-06,0.00019522077695138866,1.2107663785333038e-05,9.601715812059615e-05,3.78037847685938e-05,3.318719354109271e-05,0.00019413435439690215,0.00013666691656018595,0.00015176467483004322,0.00010757528615026116,0.00015426383139442308,0.00018350570701376355,0.00010496212130450583,0.00046482259541378104,0.00029613461902679356,0.0003723919739097673,0.00022841316155657786,0.0004606748570830836,0.00037716834681431435,0.0004071606858632562,0.0001756854083502731,0.000433902809376588,0.0001834995602619121,9.433681109265745e-05,0.00012384497877462752,0.0001044743037061414,0.00015041056101163747,1.3675562692786236e-05,2.029558030203308e-05,3.327429903595123e-05,3.78037847685938e-05,2.8483496818733117e-05,2.8135074839299072e-05,0,0,3.114051801213696e-05
Io,,0,0,0,0,0,0,0,0,0,1.071397586759686e-05,0,0,0,0,0,0,0,0,0,0,8.797654980709616e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NetLogo,,0,0,0,0,0,0,0,0,0,0,1.0017131908728771e-05,1.1759241805898992e-05,2.2734534158071388e-05,3.066113419019589e-05,0,2.386690559123203e-05,1.2107663785333038e-05,1.1323714331606438e-05,1.986005282774052e-05,1.5069250610522414e-05,1.2630296754484104e-05,0,1.4546617641371347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05897146528515e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JSONiq,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65500440231171e-05,0,2.7699547365006517e-05,2.2734534158071388e-05,1.1062397847030905e-05,0,2.3170061632363943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenSCAD,,0,0,0,0,1.0801081362455371e-05,1.6985571497409656e-05,1.3327140713352193e-05,5.604455450246721e-05,5.491701551679384e-05,7.204615202313858e-05,8.897043155898439e-05,0.00013941760200884118,0.00023969398384293095,0.00014181636642921072,0.0001587439485567732,0.00020749886344010305,0.00015675171692577258,9.399532831180045e-05,0.00013705786148863287,0.00013025561929055278,0.00014886720050535056,0.00013130406638048388,0.00011452665444528981,0.00014737710651804443,9.43005011440245e-05,0.0001209775363924823,7.923278038927271e-05,0.00011197172184955709,6.678305692776352e-05,8.622868480710657e-05,0.00010194963605325336,9.574428627257937e-05,0.0001087279588940725,7.698253486541322e-05,8.165735834293692e-05,8.696277993018987e-05,6.205036552048032e-05,5.536092091046571e-05,7.560334429013884e-05
SCSS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789089026345231e-05,3.492930343826294e-05,0,0,0,0.0022502203985135588
Astro,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05897146528515e-06
Java,,0.02368135686928644,0.027642004726696826,0.034488549035238424,0.05787941387865758,0.05885713813987487,0.06902340006868131,0.08798152214929596,0.11764540447607316,0.13626960106628067,0.1461979114125125,0.1696643486503571,0.22558263631695916,0.26222162427946655,0.2841979950787296,0.3173824806872027,0.3529293233961017,0.3610660376825077,0.35205345163003854,0.3696135691973286,0.3636815228077679,0.41664921812897193,0.3169845238757813,0.28539765215289425,0.29735066151916756,0.2446180488742069,0.22614462905972016,0.2000727999622591,0.21027486435184933,0.15141623869590892,0.21311518693763915,0.2074542217034016,0.19866004153023495,0.21978675363426567,0.1985752874654421,0.18822331914404622,0.18263765232745915,0.17882820569894406,0.16254219113582705,0.12036084449861592
VHDL,,8.710549485851107e-06,1.4023984672220281e-05,0,1.8814786889438388e-05,4.10189173594179e-05,1.2891613239059638e-05,3.3448510025668247e-05,5.3918301317418344e-05,5.583462220430559e-05,0.00010636443002179672,4.921460459505875e-05,8.849918277624724e-05,0.00010318807845095846,0.00018219771617520295,0.00015953413887366996,0.0003931016473166741,0.0004784603410961035,0.00020935978246291282,0.0005878559791239813,0.00029322744724463083,0.00039912085651118266,0.0002270887855686605,0.00024546133815290757,0.00011361693991680657,8.253465415469221e-05,7.81825605633956e-05,6.381816751085748e-05,8.457851285228213e-05,5.3526751630862004e-05,7.942148872145153e-05,6.670231373616289e-05,4.821013529286389e-05,7.418867528659527e-05,4.0367338163881244e-05,5.351555688011685e-05,7.589059574809674e-05,7.847782562046971e-05,4.3366054713198135e-05,6.393757028235624e-05
Markdown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89833151411196e-05,0,0.00012468453453158784,0.0001870171622400501,0.00018128985786697234,0.00017728377169978814,0.0002190874680880725,0.00018140991698595613,0.00024129800500243464,0.00026562612161042137,0.00020403548007178957,0.00010829243141977993
Cucumber,,1.0365553888162817e-05,9.494498939577705e-06,0,1.2717402249342615e-05,1.898899787915541e-05,2.630585944727034e-05,3.214192760279058e-05,0.00013017355130841434,0.00015124204186089214,0.00026602218125941805,0.0006319035700747586,0.0005662083286262867,0.0004004144268508183,0.0005239252651819646,0.0005060800290395998,0.0006334323503999285,0.000460115069958739,0.0004226584721245217,0.0003128225905343728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C#,,0.005676374895001616,0.006448585454279228,0.007447562643250114,0.011055758242611523,0.013065378390890293,0.01619029862426048,0.021735438023599115,0.025273133757319457,0.03087510860312953,0.038012490301129846,0.04130941497731662,0.06398025677506614,0.07572091416683081,0.08157970539060612,0.0973720615548795,0.1109213940140187,0.11272376163146366,0.11556751384601918,0.11442820540671604,0.1280335135689959,0.1523399246696141,0.11456452348678586,0.10788884860373524,0.11648629180041213,0.08938151181754683,0.08333507686659092,0.08049547367681771,0.08306679718122587,0.05910812000122878,0.08193572702217775,0.08059962761953522,0.07940131350316462,0.08291279915804883,0.07073680274867783,0.0705074524636791,0.0677595722936941,0.05825024858155194,0.053702247370885844,0.04342936008663373
Max,,1.6985571497409656e-05,0,0,0,0,3.292587705651718e-05,0.00011956731442543686,0.0001053279397913512,2.5260593508968208e-05,2.0992424260901165e-05,2.6741386921562895e-05,0.00013359288161451108,5.269882438939919e-05,4.999855404878535e-05,6.3064378277562e-05,6.637438708218542e-05,4.4685118862416176e-05,4.8082233161898105e-05,5.5399094730013035e-05,7.288656099094178e-05,0.0001350234248058421,1.3065824228776659e-05,1.6027411053966036e-05,2.9790079241610782e-05,4.6219433517633906e-05,8.710549485851107e-06,0,7.417063247224143e-05,1.1672136311040483e-05,3.569899842970314e-05,2.92951539817881e-05,0,2.4220402898328746e-05,0,2.8141801462820068e-05,0,0,0,0
1C Enterprise,,0,0,0,0,0,0,0,0,8.46411760208818e-05,0.00013170663972583065,0,0.00013298471448937345,7.371973395367124e-05,1.1846347300757504e-05,0.00031213374755892186,0.0003360695143190694,0.0003291592626786221,0.00033956609592116085,0.0004924972110538834,0.0003584120605599274,0.0002911790722311282,0.00023870529130814528,0.00021827172470270437,5.7015682432602014e-05,1.2107663785333038e-05,8.495634279041917e-05,7.775351185964367e-05,0,0,0,0,0,0,1.0365553888162817e-05,0,0,0,0,0
Pan,,0,0,0,0,0,0,0,0.00012444644699464758,9.996595313674524e-05,9.581604434436217e-06,1.1846347300757504e-05,0,8.884760475568128e-06,0,0,1.1672136311040483e-05,0,0,7.790617644655998e-05,9.05897146528515e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stylus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014730840982688068
OCaml,,0.00033777801541168967,0.0007231347009335409,0.0007672423954878406,0.0011227347721187162,0.0013614459355997107,0.0019700527516140877,0.0023322837670181336,0.0025832802159254033,0.0026233312351636013,0.0030138709658713973,0.003907082300701804,0.0034572513302430575,0.005504817685944642,0.0043585310459024924,0.004969648112013631,0.006090599842964409,0.006161610510653314,0.006256974012770448,0.006820500387395715,0.0066256035558262686,0.006712139050844725,0.006017555186147609,0.005576240450586579,0.004722579146085903,0.0042296287695998335,0.0036545541008888727,0.0033085484292015967,0.0037435095498808946,0.002889250825842697,0.003194846855544766,0.0030297404346609725,0.0028645400178269505,0.0029493989843991353,0.0025220557111327343,0.0029276968861746107,0.0021409070941105298,0.002604991849740487,0.002536298814971156,0.0022687364409027582
VBA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9424525353447965e-05,3.6758518830291666e-05,1.4023984672220281e-05,1.1759241805898992e-05,1.4633723136229859e-05,0,0,0,0
ooc,,0,0,0,0,0,0,0,9.233182455002173e-06,0,8.132641966569656e-05,0.00016135878708091765,0.0001454611858906177,0.00019282788211715245,0.00046445978782604243,0.0011413007206741979,0.000794672105796961,0.00032163175690014294,0.00015583466752818896,0.00020342020401457867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiveScript,,0.00016970003189359934,0.00016661080624286078,0.00013526308102920661,0.00014367311476391197,5.6843122738743313e-05,0.00017920182937921226,0.00033299021147641073,0.00033150220378208735,0.0003338516814541418,0.00025287832599627446,0.00023361764843502799,0.00034643149498706497,0.00039225972955096044,0.00046277532240248764,0.00038742901238147216,0.000449696673821997,0.00021249679657655315,0.00023763077366491286,0.0003725920837575895,0.00015680982773570747,0.0001656678842256251,6.460860070792968e-05,7.589059574809674e-05,5.097818133838717e-05,3.2063200027311386e-05,3.436990506524746e-05,2.6757778440058424e-05,3.748790294597541e-05,2.5835096424883997e-05,3.6445939599389925e-05,2.791113095902646e-05,2.698844894385203e-05,3.708785389995205e-05,0,6.620243458876524e-05,2.698844894385203e-05,0,0,0
Mako,,0,0,0,0,0,7.83234672325313e-05,0,0,1.5330567095097946e-05,2.0121369312316056e-05,2.142795173519372e-05,2.029558030203308e-05,8.971865970426639e-06,2.1166635250618188e-05,1.646293852825859e-05,1.0801081362455371e-05,2.1166635250618188e-05,1.1585030816181971e-05,1.236898026990857e-05,1.2543191259625592e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.2891613239059638e-05,0,0,0,0,0,0
FreeMarker,,0,0,0,0,0,0,0,1.0452659383021328e-05,1.820504842542881e-05,0,0,1.3501351703069215e-05,6.234869028909565e-05,4.4890218713090525e-05,6.646149257704395e-05,5.9493052988363054e-05,0.00013214306693260414,0.00011336822659865911,0.0001380857644548783,5.088600051586598e-05,7.76580334182108e-05,0.0008816008176192674,0.0006844798544193968,0.0009887187689020436,0.0007470591495060976,0.0007403831819338643,0.000586935804892807,0.00046658242127582846,0.0001332582607169307,0.0002354928616470691,0.00025251933537230397,0.00015248603230150567,0,0,0,0,0,0,0
Mathematica,,0,0,0,0,0,1.4633723136229859e-05,6.576464861817585e-05,7.55204640423291e-05,5.809936507062688e-05,0.0008643478254810053,0.0016809966551503332,0.0003667869626635587,0.00031113288151638586,0.0003495638311916589,0.00040631429081866273,0.00040129916611810704,0.0003903125250927868,0.00024658003984812083,0.0002116602330830994,0.00020408523618203786,0.0003945863362010501,0.0003211573605098136,9.892143905866205e-05,0.0021287286862709566,0.000981859495538648,6.716506315943303e-05,8.1087444994333e-05,7.406419718743385e-05,5.9699925574983436e-05,8.200529456202016e-05,6.520194765344373e-05,7.319149094299041e-05,9.024318684945118e-05,7.520140106808175e-05,7.460132749904672e-05,5.5999411179223486e-05,6.27258640732779e-05,2.700270340613843e-05,1.1585030816181971e-05
Groovy,,0.0006732234776730618,0.0007890946025860463,0.0007350019866619854,0.001132619066496629,0.0011500327934826915,0.0015974554108812884,0.00240746767564925,0.003235613245138251,0.003509846908386677,0.003984874490596472,0.004786879636685245,0.005909279102666632,0.007255704358426056,0.006817765432795551,0.007607105231606165,0.008733337100228515,0.009293998818552252,0.007833689099302196,0.007633012407702132,0.007805250370780173,0.008711464103440345,0.007672674652281145,0.0072705922113871614,0.008488801341539122,0.007501357802203009,0.00714140884602959,0.0066234953382820864,0.006867304067533635,0.0047129002255778575,0.00623223027297764,0.005986144645399985,0.006244898952492791,0.006899583653488365,0.006441358603318422,0.0055489294850271376,0.005017601028207676,0.00445191775191714,0.004625049772610026,0.003411552814246168
SAS,,0,0,0,0,0,0,0,0,0,0,0,0,1.4982145115663902e-05,1.1149503341889415e-05,1.236898026990857e-05,3.8500628727461885e-05,0.0003154997292535423,1.7682415456277746e-05,1.2543191259625592e-05,1.2020558290474526e-05,1.977294733288201e-05,1.1672136311040483e-05,0,0,0,0,0,0,0,0,0,1.3501351703069215e-05,9.93002641387026e-06,0,0,0,0,0,0
Zephir,,0,0,0,0,0,0,0,0,0,1.2891613239059638e-05,0,8.971865970426639e-06,2.8831918798167163e-05,1.1323714331606438e-05,0,8.971865970426639e-06,0.00013488494763609537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haxe,,0.00017129268044630518,0.0002145802046409122,0.00018612428978409965,0.00033066400811991256,0.0005756772618471086,0.000945666117360618,0.0008020498188549964,0.0014854533198207262,0.0015756107857957998,0.0012652256577894369,0.0017446189813838152,0.0016789837670100032,0.0019471469798077504,0.001775494580124542,0.0016989082713418033,0.001991723480018485,0.0017436874087352753,0.0017268661263312095,0.0016501472550227655,0.0013863514386073996,0.0013177006233969254,0.0008067391566752398,0.0008098242260934542,0.000883588910045292,0.0008017597717785691,0.0007298868213059935,0.0006480314566801584,0.0006884935742204343,0.0004576132889087214,0.0004929282660924663,0.0005566801366906212,0.00043462477613105536,0.00066486043869046,0.00047038722467158814,0.0003395911100962434,0.0003099678004021024,0.0001241923046630433,0.0002093751838123098,0.00016443215270450022
RAML,,0,0,0,0,0,0,0,0,0,0,0,0,1.2891613239059638e-05,1.6114516548824546e-05,1.6375833033400078e-05,1.5330567095097946e-05,8.884760475568128e-06,1.0626870372738349e-05,2.029558030203308e-05,9.668709929294728e-06,1.89018923842969e-05,9.84292091901175e-06,1.2891613239059638e-05,0.00018480409579534364,0,1.0191342898445794e-05,0,8.623375547766491e-05,0,6.269918822296304e-05,0,0,0,0,6.38821917743397e-05,0.00018083156336307725,0.00012946401722112907,9.388680518497072e-05,0
BlitzBasic,,0,2.2647428663212875e-05,1.898899787915541e-05,2.8831918798167163e-05,4.2246165006377866e-05,3.6671413335433156e-05,6.802939148449713e-05,5.0608292512794925e-05,4.7908022172181086e-05,2.064400228146712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.049977168031458e-05,0,0,0
PowerShell,,8.498822679328003e-05,7.229486534128605e-05,8.800297054082935e-05,0.00031153974549241585,0.00024498783952137966,0.0004624241826503576,0.0007867751154648745,0.000913378509171635,0.000996297558283891,0.0012962583613806518,0.0013830534961790698,0.002088645523053937,0.0033303214368626704,0.004495474921057602,0.004925812702338318,0.0062360540133377575,0.006354978081376602,0.006154799748462547,0.00660930638795261,0.007675567429976652,0.009573172266759165,0.008033414532836965,0.006106821455279239,0.007352343534401393,0.005730049552806431,0.004604180493115341,0.004411719637764168,0.005628295533262207,0.0037488326116769197,0.0043436767306795614,0.0045422258588936676,0.004373513049342839,0.00485877375183948,0.004569126735977332,0.004055552541382059,0.004055175884619183,0.005711563021409908,0.0029108244465450416,0.0017745608457734974
AppleScript,,0,0,0,4.083822262635529e-05,2.952582448558171e-05,0,4.101078232021399e-05,7.113643749465534e-05,8.218764059094108e-05,5.970628787824132e-05,9.176288272211942e-05,8.637683938335353e-05,7.040423654760576e-05,0.00046311553249354535,0.00010921982444235393,0.00012216954849134847,0.00010476943060545365,8.740301841188201e-05,8.092491451571192e-05,7.908438293285034e-05,8.184111278754077e-05,6.297304753565474e-05,6.620243458876524e-05,6.920115113808213e-05,5.7898296452195386e-05,6.089701300151228e-05,5.4438238895291274e-05,5.7436955444608166e-05,5.143952234597438e-05,4.7287453277689454e-05,5.7898296452195386e-05,4.1751361186642885e-05,0,2.4912414409709566e-05,0,0,0,0,0
Monkey,,0,1.5940305559107523e-05,1.149792532132346e-05,1.3501351703069215e-05,0,0,0,0,0,9.407393444719194e-06,9.494498939577705e-06,9.494498939577705e-06,0,1.1585030816181971e-05,1.7682415456277746e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awk,,0,0,0,0,0,0,1.0278448393304305e-05,2.0469791291750098e-05,0,1.4111090167078793e-05,1.4895039620805391e-05,4.218676722084774e-05,6.177265751740926e-05,4.470481297262835e-05,5.484618010034315e-05,0.0003578148518269529,8.903220928089905e-05,7.263845487323282e-05,8.089096594321335e-05,9.058395955003213e-05,0.0001241858209196977,7.035450365705017e-05,0.00015605217757562635,0.00021225211575588647,8.673210942639627e-05,8.948553668937006e-05,8.188802884673052e-05,9.711228209710859e-05,7.12771856722246e-05,0.0001264361878836449,7.911998280120724e-05,8.74241209377771e-05,0.00010193691144673758,7.918598577017066e-05,8.926948496812595e-05,0.00010011099864642548,6.78171281153205e-05,6.18196950166867e-05,5.8820978467369813e-05
EmberScript,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75581542415324e-06,1.4285301156795814e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COBOL,,0,0,0,0,0,0,0,1.4982145115663902e-05,0,0,0,0,0,8.492528353585784e-05,0,0,1.0365553888162817e-05,0,6.70780791046622e-05,0,2.4825066034675653e-05,0,1.0278448393304305e-05,0,0,0,0,3.090984750834335e-05,0,0,0,0,0,0,0,0,0,0,0
Mirah,,2.1079529755759675e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bro,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3067050379360712e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.710549485851107e-06,0,0,0,0,0,0,0,0,0,0,0,0
Ceylon,,0,0,0,9.84292091901175e-06,0,0,0.00014609488272400635,1.6637149517975614e-05,0.00010436977934790758,0.0001401938866655467,2.9180340777601204e-05,3.3448510025668247e-05,5.0608292512794925e-05,0.00011303123727734065,0.00020885993057855235,0.00024666029936659076,0.00043018701336186734,0.00048817550165088065,0.0002696848862594561,0.00010452815399110323,0.0001172043772682975,2.9790079241610782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R,,7.447519810402695e-05,6.106095189581625e-05,0.00011542799105439375,0.00034230212584053564,0.00018790636796010824,0.0006158061674191883,0.0010275105141373396,0.0013626815273114538,0.0021718606528542007,0.0023460819394696426,0.002631470604891011,0.0045303798350196855,0.005468761820285028,0.00661203055018732,0.006250913884689582,0.007497121336336437,0.007806820271818089,0.006968417075833761,0.007000281252470863,0.007357346651888854,0.00960504043917482,0.006125175776362832,0.005388535627784688,0.007297775100748101,0.005760467005425733,0.004943206975364757,0.004490729157895463,0.004923261436978021,0.003472931192400729,0.004105729752350417,0.0038011453294239227,0.0039058727258288878,0.0044776592842165576,0.0035030878220639015,0.00312290607392307,0.003142403412221351,0.0029222473668565952,0.0026053011526693433,0.001611951129006524
